"","group","time","n","mean","sd","median","min","max"
"1",1,"1",30,37.7,6.98841405717225,37,28,54
"2",1,"2",22,39.1363636363636,8.81176407691366,35,28,57
"3",1,"3",19,36.8947368421053,7.50477430885837,34,28,50
"4",2,"1",27,42.037037037037,7.42387770063328,42,28,57
"5",2,"2",11,37.4545454545455,7.87862470693504,35,28,53
"6",2,"3",5,39.4,9.50263121456368,35,29,50
"7",3,"1",30,43.5666666666667,8.94305098495699,42.5,28,65
"8",3,"2",26,39.6538461538462,9.03744347785283,37.5,28,57
"9",3,"3",0,NA,NA,NA,Inf,-Inf
