"","group","time","n","mean","sd","median","min","max"
"1",1,"1",29,3.20689655172414,1.6557111192309,3,0,6
"2",1,"2",23,2.82608695652174,1.26678454482361,3,0,5
"3",1,"3",16,2.625,1.58640053790544,3,0,5
"4",2,"1",27,3.40740740740741,1.64689122659959,4,0,6
"5",2,"2",11,4,1.67332005306815,5,1,6
"6",2,"3",4,2,1.82574185835055,2,0,4
"7",3,"1",24,3.25,1.53933921453048,3,0,6
"8",3,"2",19,2.84210526315789,1.46299380627294,3,0,5
"9",3,"3",0,NA,NA,NA,Inf,-Inf
