"","group","time","n","mean","sd","median","min","max"
"1",1,"1",30,3.1,1.72906193423307,3,0,6
"2",1,"2",23,2.82608695652174,1.26678454482361,3,0,5
"3",1,"3",18,2.77777777777778,1.69967317119759,3,0,6
"4",2,"1",27,3.40740740740741,1.64689122659959,4,0,6
"5",2,"2",13,4.15384615384615,1.57300952773941,5,1,6
"6",2,"3",4,2,1.82574185835055,2,0,4
"7",3,"1",26,3.34615384615385,1.52163879267867,3,0,6
"8",3,"2",21,2.9047619047619,1.48002573980191,3,0,5
"9",3,"3",0,NA,NA,NA,Inf,-Inf
