"","group","time","n","mean","sd","median","min","max"
"1",1,"1",30,43.9,8.6715945318112,45.5,23,58
"2",1,"2",23,48.9130434782609,7.5493108865419,49,32,60
"3",1,"3",18,44.6111111111111,11.2675426043068,47.5,6,58
"4",2,"1",28,43.4642857142857,7.3104802641907,45,21,53
"5",2,"2",13,44.9230769230769,8.84554066994153,45,22,57
"6",2,"3",5,48.8,3.27108544675922,47,46,54
"7",3,"1",26,45.9825174825175,8.77298706090215,46.5,28,58
"8",3,"2",22,45.7727272727273,7.19081304219434,45,33,59
"9",3,"3",0,NA,NA,NA,Inf,-Inf
