"","group","time","n","mean","sd","median","min","max"
"1",1,"1",9,3.77777777777778,1.56347191994114,5,1,5
"2",1,"2",9,2.66666666666667,2.06155281280883,2,0,5
"3",1,"3",7,2,1.91485421551268,2,NA,NA
"4",2,"1",11,3.54545454545455,1.80906806746658,4,0,5
"5",2,"2",6,4,1.26491106406735,4.5,2,5
"6",2,"3",1,0,NA,0,NA,NA
"7",3,"1",11,4,1.67332005306815,5,0,5
"8",3,"2",11,2.90909090909091,1.75809814598307,2,0,5
"9",3,"3",0,NA,NA,NA,NA,NA
