"","group","time","n","mean","sd","median","min","max"
"1",1,"1",29,6.81034482758621,2.3315146559979,6,5,14
"2",1,"2",21,5.28571428571429,0.560611910581388,5,5,7
"3",1,"3",16,5.4375,0.813941029804985,5,5,8
"4",2,"1",28,7.53571428571429,2.48673730696719,7.5,5,12
"5",2,"2",12,6.91666666666667,2.15146180044822,6.5,5,11
"6",2,"3",4,7.25,2.21735578260835,7,5,10
"7",3,"1",27,7.46666666666667,2.14188989158927,7,5,12
"8",3,"2",21,6.67619047619048,1.72101852456758,6,5,11
"9",3,"3",0,NA,NA,NA,Inf,-Inf
