"","group","time","n","mean","sd","median","min","max"
"1",1,"1",13,17.7692307692308,3.05924408293525,18,14,23
"2",1,"2",7,19,6.70820393249937,15,12,27
"3",1,"3",7,14.4285714285714,0.786795792469443,15,NA,NA
"4",2,"1",12,16.0833333333333,2.15146180044822,17,13,18
"5",2,"2",6,16.3333333333333,5.12510162500869,14,12,25
"6",2,"3",3,19,1.73205080756888,18,NA,NA
"7",3,"1",13,15.3846153846154,3.73136394942612,15,11,24
"8",3,"2",11,16.4545454545455,4.32119512088117,15,12,24
"9",3,"3",0,NA,NA,NA,NA,NA
