"","group","time","n","mean","sd","median","min","max"
"1",1,"1",30,12.5869467787115,9.07414113247066,10,1,37
"2",1,"2",23,7.73913043478261,7.09812645769897,5,0,31
"3",1,"3",18,9.51904761904762,7.46885811463939,10,0,28
"4",2,"1",28,14.8446428571429,8.61361260389316,14.2,2.25,40
"5",2,"2",13,13.3076923076923,10.5860333725198,10,4,44
"6",2,"3",5,9.2,8.1363382427232,5,2,19
"7",3,"1",26,11.3825468648998,6.32034304514632,10.4218487394958,1,26
"8",3,"2",22,11,8.41766849294642,9.5,1,36
"9",3,"3",0,NA,NA,NA,Inf,-Inf
