"","group","time","n","mean","sd","median","min","max"
"1",1,"1",28,4.21428571428571,3.2244108604248,3.5,0,12
"2",1,"2",21,3.38095238095238,3.58435755019209,2,0,11
"3",1,"3",16,1.875,1.89296944860009,2,0,5
"4",2,"1",28,5.03571428571429,3.47991211954962,5,1,14
"5",2,"2",12,1.83333333333333,2.08166599946613,1,0,6
"6",2,"3",4,1.5,1.29099444873581,1.5,0,3
"7",3,"1",26,4.03846153846154,2.94592286702513,3.5,0,11
"8",3,"2",19,2.15789473684211,1.67541563316678,2,0,7
"9",3,"3",0,NA,NA,NA,Inf,-Inf
