"","group","time","n","mean","sd","median","min","max"
"1",1,"1",30,13.0333333333333,7.30839542431585,13,2,30
"2",1,"2",30,13.0333333333333,5.4639709328453,9.5,2,26
"3",1,"3",18,10.2777777777778,5.70660665169102,9,2,20
"4",2,"1",29,14,8.01783725737273,13,4,36
"5",2,"2",29,14,9.16349807495462,13.5,4,33
"6",2,"3",5,17,7.58287544405155,19,8,27
"7",3,"1",30,16.2,7.48515772758975,14.5,3,32
"8",3,"2",30,16.2,8.35187680427855,13.5,0,36
"9",3,"3",0,NA,NA,NA,Inf,-Inf
